('245,122,000.00', '198,270,000.00', '261,802,000.00', '211,915,000.00', '168,088,000.00')
         766505 function calls (742673 primitive calls) in 2.639 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
       61    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       61    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       59    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       59    0.000    0.000    0.000    0.000 _util.py:84(validate)
       57    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
       57    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       57    0.000    0.000    0.001    0.000 dataclasses.py:722(_get_field)
       57    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       56    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       56    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       55    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       54    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       54    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
       52    0.000    0.000    0.002    0.000 css_parser.py:1092(<listcomp>)
    52/14    0.001    0.000    0.009    0.001 css_parser.py:911(parse_selectors)
       52    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
       51    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
       51    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
       51    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
    50/49    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       50    0.000    0.000    0.000    0.000 parser.py:122(set_cdata_mode)
       50    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
       50    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
       46    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       46    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
       46    0.000    0.000    0.001    0.000 typing.py:801(__init__)
       45    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       45    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       44    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       44    0.001    0.000    0.007    0.000 filter.py:129(filter)
       44    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
       44    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
    42/30    0.000    0.000    0.007    0.000 css_parser.py:569(parse_pseudo_class)
       40    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       39    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
    38/29    0.000    0.000    0.007    0.000 css_parser.py:732(parse_pseudo_open)
    38/16    0.000    0.000    0.000    0.000 typing.py:320(_eval_type)
       38    0.000    0.000    0.001    0.000 typing.py:1323(__class_getitem__)
       37    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       36    0.000    0.000    0.000    0.000 typing_extensions.py:2529(__eq__)
       36    0.000    0.000    0.000    0.000 typing.py:2018(overload)
       36    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       36    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
       35    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       35    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
       35    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:669(__hash__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1636(_ip_int_from_string)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2223(__init__)
       32    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       32    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
       32    0.000    0.000    0.000    0.000 inspect.py:2687(name)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
       30    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
       30    0.000    0.000    0.000    0.000 os.py:698(__iter__)
       30    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
       29    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
       29    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       29    0.000    0.000    0.000    0.000 os.py:759(decode)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       28    0.000    0.000    0.001    0.000 {built-in method builtins.eval}
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
       28    0.000    0.000    0.000    0.000 abc.py:110(register)
    27/16    0.000    0.000    0.486    0.030 {built-in method builtins.__import__}
       27    0.001    0.000    2.214    0.082 __init__.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       27    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       26    0.026    0.001    0.026    0.001 {built-in method posix.listdir}
       26    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       26    0.000    0.000    0.016    0.001 <frozen zipimport>:64(__init__)
       26    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:164(_path_isdir)
       26    0.000    0.000    0.032    0.001 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       26    0.000    0.000    0.026    0.001 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       26    0.000    0.000    0.016    0.001 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       25    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
    24/16    0.000    0.000    0.000    0.000 typing.py:1878(_strip_annotations)
       24    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       24    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
       24    0.002    0.000    0.004    0.000 enum.py:180(__new__)
       24    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       24    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       24    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       24    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
       24    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       24    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
       24    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
       24    0.000    0.000    0.001    0.000 dataclasses.py:587(_repr_fn)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       24    0.001    0.000    0.008    0.000 dataclasses.py:881(_process_class)
       24    0.000    0.000    0.008    0.000 dataclasses.py:1174(wrap)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1156(dataclass)
       24    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
       23    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       23    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       23    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       22    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       22    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
       21    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
       20    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       20    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       20    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       19    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       19    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       19    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
       18    0.000    0.000    0.001    0.000 dataclasses.py:527(_init_fn)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       17    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       17    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:708(<genexpr>)
       16    0.000    0.000    0.024    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:679(_evaluate)
       16    0.000    0.000    0.000    0.000 enum.py:451(__members__)
       16    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
    16/10    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
       16    0.000    0.000    0.000    0.000 inspect.py:1351(repl)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       15    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
       15    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
     15/8    0.000    0.000    0.001    0.000 inspect.py:2375(_signature_from_callable)
       15    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
       15    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.010    0.001 css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
       14    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
       14    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       14    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
       14    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       13    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       13    0.000    0.000    0.000    0.000 typing.py:1884(<genexpr>)
       13    0.000    0.000    0.003    0.000 enum.py:483(_create_)
       13    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
       13    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
       13    0.000    0.000    0.002    0.000 dataclasses.py:598(_frozen_get_del_attr)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
       12    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       12    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       12    0.000    0.000    0.001    0.000 __init__.py:328(namedtuple)
       11    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
       11    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 filter.py:245(<listcomp>)
       10    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       10    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
       10    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       10    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:329(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       10    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
      9/7    0.010    0.001    0.013    0.002 {built-in method _imp.create_dynamic}
        9    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
      9/7    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:293(<listcomp>)
        8    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        8    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        8    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        8    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
        8    0.000    0.000    0.001    0.000 inspect.py:2998(from_callable)
        8    0.000    0.000    0.001    0.000 inspect.py:3252(signature)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        7    0.000    0.000    0.000    0.000 _models.py:200(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
      7/3    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
      7/3    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        7    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        7    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        7    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        7    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        7    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        7    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        7    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
        7    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 inspect.py:3014(replace)
        7    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
        7    0.000    0.000    0.000    0.000 functools.py:844(register)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 element.py:547(<listcomp>)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:1474(_set_default)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2360(Unpack)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2512(__init__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2526(__hash__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        6    0.000    0.000    0.000    0.000 financial_enhanced.py:30(<genexpr>)
        6    0.000    0.000    0.000    0.000 re.py:242(finditer)
        6    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:1039(__iter__)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.001    0.000    0.270    0.054 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        5    0.000    0.000    0.000    0.000 filter.py:437(includes_everything)
        5    0.000    0.000    0.007    0.001 filter.py:163(find_all)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    0.007    0.001 element.py:1079(_find_all)
        5    0.000    0.000    0.007    0.001 element.py:2715(find_all)
        5    0.000    0.000    0.000    0.000 element.py:2869(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        5    0.000    0.000    0.000    0.000 request.py:401(add_header)
        5    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        5    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        5    0.000    0.000    0.000    0.000 inspect.py:2691(default)
        5    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        5    0.000    0.000    0.000    0.000 os.py:755(encode)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
        5    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        4    0.000    0.000    0.022    0.005 _exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        4    0.000    0.000    0.000    0.000 _models.py:348(<listcomp>)
        4    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        4    0.000    0.000    0.000    0.000 parse.py:123(_coerce_args)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        3    0.000    0.000    0.000    0.000 _models.py:71(<listcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
