('245,122,000.00', '198,270,000.00', '261,802,000.00', '211,915,000.00', '168,088,000.00')
         754775 function calls (730800 primitive calls) in 7.474 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    38/29    0.000    0.000    0.007    0.000 css_parser.py:732(parse_pseudo_open)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
    83/61    0.000    0.000    0.003    0.000 typing.py:401(__getitem__)
       19    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       19    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       11    0.000    0.000    0.000    0.000 parse.py:456(urlsplit)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:375(_freeze_relations)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1199(_parse_octet)
        2    0.000    0.000    0.012    0.006 core.py:1(<module>)
        1    0.000    0.000    0.156    0.156 element.py:1(<module>)
        1    0.000    0.000    0.089    0.089 ssl.py:1014(_create)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 parser.py:59(parsestr)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       48    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       54    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        2    0.000    0.000    0.114    0.057 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       34    0.000    0.000    0.000    0.000 ipaddress.py:2223(__init__)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       39    0.000    0.000    0.273    0.007 models.py:816(generate)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       22    0.000    0.000    0.001    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.000    0.000 request.py:2139(FancyURLopener)
      397    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.038    0.038 ssl_.py:1(<module>)
        1    0.000    0.000    0.010    0.010 pathlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      210    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
      292    0.000    0.000    0.000    0.000 enum.py:801(value)
      9/7    0.000    0.000    0.022    0.003 <frozen importlib._bootstrap_external>:1174(create_module)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
      168    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
       10    0.000    0.000    0.003    0.000 enum.py:536(_convert_)
      164    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
    69/49    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
  136/118    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      125    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
       56    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       99    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       17    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        9    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.005    0.005 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       52    0.000    0.000    0.002    0.000 css_parser.py:1092(<listcomp>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    1.168    1.168 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.149    0.149 __init__.py:209(__init__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
        1    0.000    0.000    1.447    1.447 api.py:14(request)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.035    0.035 client.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:669(__hash__)
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      191    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.089    0.089 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        5    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        7    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.084    0.084 compat.py:1(<module>)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 parse.py:380(urlparse)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.086    0.086 client.py:206(_read_headers)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.020    0.010 parser.py:1(<module>)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
      136    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.221    0.221 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
      144    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:137(BaseAdapter)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
       39    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.004    0.004 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.857    0.857 connection.py:485(getresponse)
        1    0.000    0.000    0.011    0.011 css_match.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        5    0.000    0.000    0.007    0.001 element.py:1079(_find_all)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
       39    0.000    0.000    0.273    0.007 response.py:1044(stream)
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        1    0.000    0.000    0.008    0.008 ntpath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.003    0.003 ssl_.py:219(create_urllib3_context)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        5    0.000    0.000    0.007    0.001 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:851(Prepared)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    0.000    0.000 css_match.py:1499(SoupSieve)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.049    0.049 formatter.py:1(<module>)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        9    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 request.py:2487(getproxies_environment)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      107    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 _adapters.py:37(Path)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.127    0.127 socket.py:938(getaddrinfo)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
      155    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.770    0.770 client.py:278(_read_status)
        1    0.000    0.000    0.112    0.112 _request_methods.py:1(<module>)
        1    0.000    0.000    0.857    0.857 client.py:311(begin)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:2872(_check_generic)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fc6d26988b0}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
        4    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       16    0.000    0.000    0.025    0.002 css_parser.py:296(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       23    0.000    0.000    0.000    0.000 parse.py:123(_coerce_args)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:915(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.221    0.221 connection.py:192(_new_conn)
        1    0.000    0.000    0.006    0.006 css_types.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _typing.py:1(<module>)
        1    0.000    0.000    0.013    0.013 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        9    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        5    0.000    0.000    0.000    0.000 client.py:1239(putheader)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:960(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
       12    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.152    0.152 _base_connection.py:1(<module>)
        1    0.000    0.000    1.169    1.169 adapters.py:613(send)
        1    0.000    0.000    0.000    0.000 __init__.py:330(EntryPoints)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       91    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1864(LWPCookieJar)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.000    0.000 ssl.py:614(options)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       33    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:204(get_netrc_auth)
        1    0.000    0.000    1.168    1.168 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
       30    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       10    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    1.446    1.446 sessions.py:500(request)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fc6d27a7400}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
    67/36    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
        1    0.000    0.000    0.003    0.003 sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
       60    0.000    0.000    0.000    0.000 os.py:698(__iter__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
       25    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        3    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       14    0.000    0.000    0.010    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.089    0.089 ssl.py:1364(do_handshake)
       62    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.086    0.086 css.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 readers.py:49(MultiplexedPath)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        1    0.000    0.000    0.000    0.000 __init__.py:2203(NullHandler)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       17    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    1.447    1.447 api.py:62(get)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        2    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        1    0.000    0.000    0.000    0.000 zipfile.py:781(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:620(LZMADecompressor)
        1    0.000    0.000    0.087    0.087 client.py:224(parse_headers)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 zipfile.py:2275(Path)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
       45    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
       22    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
       25    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
       13    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    7.474    7.474 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.016    0.016 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:211(MatchRule)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
